TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,6/17/14,0:00,0:59,0.81,kWh,$0.10 ,
Electric usage,6/17/14,1:00,1:59,0.57,kWh,$0.07 ,
Electric usage,6/17/14,2:00,2:59,0.57,kWh,$0.07 ,
Electric usage,6/17/14,3:00,3:59,0.57,kWh,$0.07 ,
Electric usage,6/17/14,4:00,4:59,0.38,kWh,$0.05 ,
Electric usage,6/17/14,5:00,5:59,0.6,kWh,$0.08 ,
Electric usage,6/17/14,6:00,6:59,1.81,kWh,$0.23 ,
Electric usage,6/17/14,7:00,7:59,1.1,kWh,$0.14 ,
Electric usage,6/17/14,8:00,8:59,0.08,kWh,$0.01 ,
Electric usage,6/17/14,9:00,9:59,0.08,kWh,$0.01 ,
Electric usage,6/17/14,10:00,10:59,0.08,kWh,$0.01 ,
Electric usage,6/17/14,11:00,11:59,0.44,kWh,$0.06 ,
Electric usage,6/17/14,12:00,12:59,0.08,kWh,$0.01 ,
Electric usage,6/17/14,13:00,13:59,0.09,kWh,$0.01 ,
Electric usage,6/17/14,14:00,14:59,0.09,kWh,$0.01 ,
Electric usage,6/17/14,15:00,15:59,0.09,kWh,$0.01 ,
Electric usage,6/17/14,16:00,16:59,0.09,kWh,$0.01 ,
Electric usage,6/17/14,17:00,17:59,0.08,kWh,$0.01 ,
Electric usage,6/17/14,18:00,18:59,0.08,kWh,$0.01 ,
Electric usage,6/17/14,19:00,19:59,1.61,kWh,$0.20 ,
Electric usage,6/17/14,20:00,20:59,3.56,kWh,$0.44 ,
Electric usage,6/17/14,21:00,21:59,4.91,kWh,$0.61 ,
Electric usage,6/17/14,22:00,22:59,2.7,kWh,$0.34 ,
Electric usage,6/17/14,23:00,23:59,1.78,kWh,$0.22 ,
Electric usage,6/18/14,0:00,0:59,1.27,kWh,$0.16 ,
Electric usage,6/18/14,1:00,1:59,1.42,kWh,$0.18 ,
Electric usage,6/18/14,2:00,2:59,0.73,kWh,$0.09 ,
Electric usage,6/18/14,3:00,3:59,0.95,kWh,$0.12 ,
Electric usage,6/18/14,4:00,4:59,0.8,kWh,$0.10 ,
Electric usage,6/18/14,5:00,5:59,0.79,kWh,$0.10 ,
Electric usage,6/18/14,6:00,6:59,3.71,kWh,$0.46 ,
Electric usage,6/18/14,7:00,7:59,0.13,kWh,$0.02 ,
Electric usage,6/18/14,8:00,8:59,0.08,kWh,$0.01 ,
Electric usage,6/18/14,9:00,9:59,0.45,kWh,$0.06 ,
Electric usage,6/18/14,10:00,10:59,0.08,kWh,$0.01 ,
Electric usage,6/18/14,11:00,11:59,0.09,kWh,$0.01 ,
Electric usage,6/18/14,12:00,12:59,0.08,kWh,$0.01 ,
Electric usage,6/18/14,13:00,13:59,0.09,kWh,$0.01 ,
Electric usage,6/18/14,14:00,14:59,0.09,kWh,$0.01 ,
Electric usage,6/18/14,15:00,15:59,0.09,kWh,$0.01 ,
Electric usage,6/18/14,16:00,16:59,0.09,kWh,$0.01 ,
Electric usage,6/18/14,17:00,17:59,0.09,kWh,$0.01 ,
Electric usage,6/18/14,18:00,18:59,0.15,kWh,$0.02 ,
Electric usage,6/18/14,19:00,19:59,3.43,kWh,$0.43 ,
Electric usage,6/18/14,20:00,20:59,3.48,kWh,$0.43 ,
Electric usage,6/18/14,21:00,21:59,3.91,kWh,$0.49 ,
Electric usage,6/18/14,22:00,22:59,2.52,kWh,$0.32 ,
Electric usage,6/18/14,23:00,23:59,1.85,kWh,$0.23 ,
Electric usage,6/19/14,0:00,0:59,1.46,kWh,$0.18 ,
Electric usage,6/19/14,1:00,1:59,1.32,kWh,$0.17 ,
Electric usage,6/19/14,2:00,2:59,1.19,kWh,$0.15 ,
Electric usage,6/19/14,3:00,3:59,1.44,kWh,$0.18 ,
Electric usage,6/19/14,4:00,4:59,1.03,kWh,$0.13 ,
Electric usage,6/19/14,5:00,5:59,1.06,kWh,$0.13 ,
Electric usage,6/19/14,6:00,6:59,2.23,kWh,$0.28 ,
Electric usage,6/19/14,7:00,7:59,1.62,kWh,$0.20 ,
Electric usage,6/19/14,8:00,8:59,0.08,kWh,$0.01 ,
Electric usage,6/19/14,9:00,9:59,0.08,kWh,$0.01 ,
Electric usage,6/19/14,10:00,10:59,0.08,kWh,$0.01 ,
Electric usage,6/19/14,11:00,11:59,0.44,kWh,$0.06 ,
Electric usage,6/19/14,12:00,12:59,0.08,kWh,$0.01 ,
Electric usage,6/19/14,13:00,13:59,0.08,kWh,$0.01 ,
Electric usage,6/19/14,14:00,14:59,0.08,kWh,$0.01 ,
Electric usage,6/19/14,15:00,15:59,0.08,kWh,$0.01 ,
Electric usage,6/19/14,16:00,16:59,0.09,kWh,$0.01 ,
Electric usage,6/19/14,17:00,17:59,0.09,kWh,$0.01 ,
Electric usage,6/19/14,18:00,18:59,1.72,kWh,$0.21 ,
Electric usage,6/19/14,19:00,19:59,2.73,kWh,$0.34 ,
Electric usage,6/19/14,20:00,20:59,2.8,kWh,$0.35 ,
Electric usage,6/19/14,21:00,21:59,2.84,kWh,$0.35 ,
Electric usage,6/19/14,22:00,22:59,1.48,kWh,$0.18 ,
Electric usage,6/19/14,23:00,23:59,1.37,kWh,$0.17 ,
Electric usage,6/20/14,0:00,0:59,1.1,kWh,$0.14 ,
Electric usage,6/20/14,1:00,1:59,0.85,kWh,$0.11 ,
Electric usage,6/20/14,2:00,2:59,0.74,kWh,$0.09 ,
Electric usage,6/20/14,3:00,3:59,0.81,kWh,$0.10 ,
Electric usage,6/20/14,4:00,4:59,0.55,kWh,$0.07 ,
Electric usage,6/20/14,5:00,5:59,0.72,kWh,$0.09 ,
Electric usage,6/20/14,6:00,6:59,2.75,kWh,$0.34 ,
Electric usage,6/20/14,7:00,7:59,0.16,kWh,$0.02 ,
Electric usage,6/20/14,8:00,8:59,0.08,kWh,$0.01 ,
Electric usage,6/20/14,9:00,9:59,0.08,kWh,$0.01 ,
Electric usage,6/20/14,10:00,10:59,0.46,kWh,$0.06 ,
Electric usage,6/20/14,11:00,11:59,0.08,kWh,$0.01 ,
Electric usage,6/20/14,12:00,12:59,0.09,kWh,$0.01 ,
Electric usage,6/20/14,13:00,13:59,0.08,kWh,$0.01 ,
Electric usage,6/20/14,14:00,14:59,0.09,kWh,$0.01 ,
Electric usage,6/20/14,15:00,15:59,0.09,kWh,$0.01 ,
Electric usage,6/20/14,16:00,16:59,0.09,kWh,$0.01 ,
Electric usage,6/20/14,17:00,17:59,0.09,kWh,$0.01 ,
Electric usage,6/20/14,18:00,18:59,0.09,kWh,$0.01 ,
Electric usage,6/20/14,19:00,19:59,0.16,kWh,$0.02 ,
Electric usage,6/20/14,20:00,20:59,0.49,kWh,$0.06 ,
Electric usage,6/20/14,21:00,21:59,0.09,kWh,$0.01 ,
Electric usage,6/20/14,22:00,22:59,0.09,kWh,$0.01 ,
Electric usage,6/20/14,23:00,23:59,0.86,kWh,$0.11 ,
Electric usage,6/21/14,0:00,0:59,2.07,kWh,$0.26 ,
Electric usage,6/21/14,1:00,1:59,1.33,kWh,$0.17 ,
Electric usage,6/21/14,2:00,2:59,1.03,kWh,$0.13 ,
Electric usage,6/21/14,3:00,3:59,0.86,kWh,$0.11 ,
Electric usage,6/21/14,4:00,4:59,0.85,kWh,$0.11 ,
Electric usage,6/21/14,5:00,5:59,0.57,kWh,$0.07 ,
Electric usage,6/21/14,6:00,6:59,0.57,kWh,$0.07 ,
Electric usage,6/21/14,7:00,7:59,0.52,kWh,$0.06 ,
Electric usage,6/21/14,8:00,8:59,0.94,kWh,$0.12 ,
Electric usage,6/21/14,9:00,9:59,1.54,kWh,$0.19 ,
Electric usage,6/21/14,10:00,10:59,1.63,kWh,$0.20 ,
Electric usage,6/21/14,11:00,11:59,4.24,kWh,$0.53 ,
Electric usage,6/21/14,12:00,12:59,4.92,kWh,$0.61 ,
Electric usage,6/21/14,13:00,13:59,2.77,kWh,$0.35 ,
Electric usage,6/21/14,14:00,14:59,0.6,kWh,$0.08 ,
Electric usage,6/21/14,15:00,15:59,0.11,kWh,$0.01 ,
Electric usage,6/21/14,16:00,16:59,0.47,kWh,$0.06 ,
Electric usage,6/21/14,17:00,17:59,0.35,kWh,$0.04 ,
Electric usage,6/21/14,18:00,18:59,0.16,kWh,$0.02 ,
Electric usage,6/21/14,19:00,19:59,0.09,kWh,$0.01 ,
Electric usage,6/21/14,20:00,20:59,0.09,kWh,$0.01 ,
Electric usage,6/21/14,21:00,21:59,0.11,kWh,$0.01 ,
Electric usage,6/21/14,22:00,22:59,0.12,kWh,$0.01 ,
Electric usage,6/21/14,23:00,23:59,0.09,kWh,$0.01 ,
Electric usage,6/22/14,0:00,0:59,0.09,kWh,$0.01 ,
Electric usage,6/22/14,1:00,1:59,0.47,kWh,$0.06 ,
Electric usage,6/22/14,2:00,2:59,0.09,kWh,$0.01 ,
Electric usage,6/22/14,3:00,3:59,0.08,kWh,$0.01 ,
Electric usage,6/22/14,4:00,4:59,0.09,kWh,$0.01 ,
Electric usage,6/22/14,5:00,5:59,0.08,kWh,$0.01 ,
Electric usage,6/22/14,6:00,6:59,0.23,kWh,$0.03 ,
Electric usage,6/22/14,7:00,7:59,0.27,kWh,$0.03 ,
Electric usage,6/22/14,8:00,8:59,1.05,kWh,$0.13 ,
Electric usage,6/22/14,9:00,9:59,0.93,kWh,$0.12 ,
Electric usage,6/22/14,10:00,10:59,1.86,kWh,$0.23 ,
Electric usage,6/22/14,11:00,11:59,1.28,kWh,$0.16 ,
Electric usage,6/22/14,12:00,12:59,1.31,kWh,$0.16 ,
Electric usage,6/22/14,13:00,13:59,3.84,kWh,$0.48 ,
Electric usage,6/22/14,14:00,14:59,3.29,kWh,$0.41 ,
Electric usage,6/22/14,15:00,15:59,1.19,kWh,$0.15 ,
Electric usage,6/22/14,16:00,16:59,1.04,kWh,$0.13 ,
Electric usage,6/22/14,17:00,17:59,1.04,kWh,$0.13 ,
Electric usage,6/22/14,18:00,18:59,1.43,kWh,$0.18 ,
Electric usage,6/22/14,19:00,19:59,1.15,kWh,$0.14 ,
Electric usage,6/22/14,20:00,20:59,4.67,kWh,$0.58 ,
Electric usage,6/22/14,21:00,21:59,2.48,kWh,$0.31 ,
Electric usage,6/22/14,22:00,22:59,0.63,kWh,$0.08 ,
Electric usage,6/22/14,23:00,23:59,0.56,kWh,$0.07 ,
Electric usage,6/23/14,0:00,0:59,0.88,kWh,$0.11 ,
Electric usage,6/23/14,1:00,1:59,0.52,kWh,$0.06 ,
Electric usage,6/23/14,2:00,2:59,0.54,kWh,$0.07 ,
Electric usage,6/23/14,3:00,3:59,0.32,kWh,$0.04 ,
Electric usage,6/23/14,4:00,4:59,0.52,kWh,$0.07 ,
Electric usage,6/23/14,5:00,5:59,0.68,kWh,$0.08 ,
Electric usage,6/23/14,6:00,6:59,2.97,kWh,$0.37 ,
Electric usage,6/23/14,7:00,7:59,0.28,kWh,$0.03 ,
Electric usage,6/23/14,8:00,8:59,0.09,kWh,$0.01 ,
Electric usage,6/23/14,9:00,9:59,0.09,kWh,$0.01 ,
Electric usage,6/23/14,10:00,10:59,0.46,kWh,$0.06 ,
Electric usage,6/23/14,11:00,11:59,0.09,kWh,$0.01 ,
Electric usage,6/23/14,12:00,12:59,0.09,kWh,$0.01 ,
Electric usage,6/23/14,13:00,13:59,0.08,kWh,$0.01 ,
Electric usage,6/23/14,14:00,14:59,0.08,kWh,$0.01 ,
Electric usage,6/23/14,15:00,15:59,0.08,kWh,$0.01 ,
Electric usage,6/23/14,16:00,16:59,0.08,kWh,$0.01 ,
Electric usage,6/23/14,17:00,17:59,0.08,kWh,$0.01 ,
Electric usage,6/23/14,18:00,18:59,0.09,kWh,$0.01 ,
Electric usage,6/23/14,19:00,19:59,3.8,kWh,$0.47 ,
Electric usage,6/23/14,20:00,20:59,3.19,kWh,$0.40 ,
Electric usage,6/23/14,21:00,21:59,2.5,kWh,$0.31 ,
Electric usage,6/23/14,22:00,22:59,2.3,kWh,$0.29 ,
Electric usage,6/23/14,23:00,23:59,1.15,kWh,$0.14 ,
Electric usage,6/24/14,0:00,0:59,0.95,kWh,$0.12 ,
Electric usage,6/24/14,1:00,1:59,0.62,kWh,$0.08 ,
Electric usage,6/24/14,2:00,2:59,0.58,kWh,$0.07 ,
Electric usage,6/24/14,3:00,3:59,0.54,kWh,$0.07 ,
Electric usage,6/24/14,4:00,4:59,0.55,kWh,$0.07 ,
Electric usage,6/24/14,5:00,5:59,0.6,kWh,$0.07 ,
Electric usage,6/24/14,6:00,6:59,2.65,kWh,$0.33 ,
Electric usage,6/24/14,7:00,7:59,1.32,kWh,$0.17 ,
Electric usage,6/24/14,8:00,8:59,0.59,kWh,$0.07 ,
Electric usage,6/24/14,9:00,9:59,0.77,kWh,$0.10 ,
Electric usage,6/24/14,10:00,10:59,0.85,kWh,$0.11 ,
Electric usage,6/24/14,11:00,11:59,0.6,kWh,$0.07 ,
Electric usage,6/24/14,12:00,12:59,0.61,kWh,$0.08 ,
Electric usage,6/24/14,13:00,13:59,0.97,kWh,$0.12 ,
Electric usage,6/24/14,14:00,14:59,0.6,kWh,$0.08 ,
Electric usage,6/24/14,15:00,15:59,0.91,kWh,$0.11 ,
Electric usage,6/24/14,16:00,16:59,1.02,kWh,$0.13 ,
Electric usage,6/24/14,17:00,17:59,2.69,kWh,$0.34 ,
Electric usage,6/24/14,18:00,18:59,1.52,kWh,$0.19 ,
Electric usage,6/24/14,19:00,19:59,1.84,kWh,$0.23 ,
Electric usage,6/24/14,20:00,20:59,2.72,kWh,$0.34 ,
Electric usage,6/24/14,21:00,21:59,1.95,kWh,$0.24 ,
Electric usage,6/24/14,22:00,22:59,0.13,kWh,$0.02 ,
Electric usage,6/24/14,23:00,23:59,0.63,kWh,$0.08 ,
Electric usage,6/25/14,0:00,0:59,0.31,kWh,$0.04 ,
Electric usage,6/25/14,1:00,1:59,0.31,kWh,$0.04 ,
Electric usage,6/25/14,2:00,2:59,0.55,kWh,$0.07 ,
Electric usage,6/25/14,3:00,3:59,0.32,kWh,$0.04 ,
Electric usage,6/25/14,4:00,4:59,0.54,kWh,$0.07 ,
Electric usage,6/25/14,5:00,5:59,0.49,kWh,$0.06 ,
Electric usage,6/25/14,6:00,6:59,2.1,kWh,$0.26 ,
Electric usage,6/25/14,7:00,7:59,0.09,kWh,$0.01 ,
Electric usage,6/25/14,8:00,8:59,0.09,kWh,$0.01 ,
Electric usage,6/25/14,9:00,9:59,0.08,kWh,$0.01 ,
Electric usage,6/25/14,10:00,10:59,0.24,kWh,$0.03 ,
Electric usage,6/25/14,11:00,11:59,0.28,kWh,$0.04 ,
Electric usage,6/25/14,12:00,12:59,0.09,kWh,$0.01 ,
Electric usage,6/25/14,13:00,13:59,0.09,kWh,$0.01 ,
Electric usage,6/25/14,14:00,14:59,0.09,kWh,$0.01 ,
Electric usage,6/25/14,15:00,15:59,0.09,kWh,$0.01 ,
Electric usage,6/25/14,16:00,16:59,0.14,kWh,$0.02 ,
Electric usage,6/25/14,17:00,17:59,0.2,kWh,$0.03 ,
Electric usage,6/25/14,18:00,18:59,0.1,kWh,$0.01 ,
Electric usage,6/25/14,19:00,19:59,2.7,kWh,$0.34 ,
Electric usage,6/25/14,20:00,20:59,3.24,kWh,$0.40 ,
Electric usage,6/25/14,21:00,21:59,2.9,kWh,$0.36 ,
Electric usage,6/25/14,22:00,22:59,2.08,kWh,$0.26 ,
Electric usage,6/25/14,23:00,23:59,1.01,kWh,$0.13 ,
Electric usage,6/26/14,0:00,0:59,0.66,kWh,$0.08 ,
Electric usage,6/26/14,1:00,1:59,0.88,kWh,$0.11 ,
Electric usage,6/26/14,2:00,2:59,0.59,kWh,$0.07 ,
Electric usage,6/26/14,3:00,3:59,0.62,kWh,$0.08 ,
Electric usage,6/26/14,4:00,4:59,1.14,kWh,$0.14 ,
Electric usage,6/26/14,5:00,5:59,0.65,kWh,$0.08 ,
Electric usage,6/26/14,6:00,6:59,3.3,kWh,$0.41 ,
Electric usage,6/26/14,7:00,7:59,0.36,kWh,$0.04 ,
Electric usage,6/26/14,8:00,8:59,0.12,kWh,$0.02 ,
Electric usage,6/26/14,9:00,9:59,0.55,kWh,$0.07 ,
Electric usage,6/26/14,10:00,10:59,0.12,kWh,$0.02 ,
Electric usage,6/26/14,11:00,11:59,0.12,kWh,$0.02 ,
Electric usage,6/26/14,12:00,12:59,0.12,kWh,$0.02 ,
Electric usage,6/26/14,13:00,13:59,0.12,kWh,$0.02 ,
Electric usage,6/26/14,14:00,14:59,0.12,kWh,$0.02 ,
Electric usage,6/26/14,15:00,15:59,0.12,kWh,$0.02 ,
Electric usage,6/26/14,16:00,16:59,0.12,kWh,$0.02 ,
Electric usage,6/26/14,17:00,17:59,0.12,kWh,$0.02 ,
Electric usage,6/26/14,18:00,18:59,0.13,kWh,$0.02 ,
Electric usage,6/26/14,19:00,19:59,2.84,kWh,$0.35 ,
Electric usage,6/26/14,20:00,20:59,3.53,kWh,$0.44 ,
Electric usage,6/26/14,21:00,21:59,3.23,kWh,$0.40 ,
Electric usage,6/26/14,22:00,22:59,2.15,kWh,$0.27 ,
Electric usage,6/26/14,23:00,23:59,1.18,kWh,$0.15 ,
Electric usage,6/27/14,0:00,0:59,1.07,kWh,$0.13 ,
Electric usage,6/27/14,1:00,1:59,0.89,kWh,$0.11 ,
Electric usage,6/27/14,2:00,2:59,0.95,kWh,$0.12 ,
Electric usage,6/27/14,3:00,3:59,0.88,kWh,$0.11 ,
Electric usage,6/27/14,4:00,4:59,0.65,kWh,$0.08 ,
Electric usage,6/27/14,5:00,5:59,0.66,kWh,$0.08 ,
Electric usage,6/27/14,6:00,6:59,3.26,kWh,$0.41 ,
Electric usage,6/27/14,7:00,7:59,0.15,kWh,$0.02 ,
Electric usage,6/27/14,8:00,8:59,0.08,kWh,$0.01 ,
Electric usage,6/27/14,9:00,9:59,0.5,kWh,$0.06 ,
Electric usage,6/27/14,10:00,10:59,0.08,kWh,$0.01 ,
Electric usage,6/27/14,11:00,11:59,0.09,kWh,$0.01 ,
Electric usage,6/27/14,12:00,12:59,0.08,kWh,$0.01 ,
Electric usage,6/27/14,13:00,13:59,0.09,kWh,$0.01 ,
Electric usage,6/27/14,14:00,14:59,0.09,kWh,$0.01 ,
Electric usage,6/27/14,15:00,15:59,0.09,kWh,$0.01 ,
Electric usage,6/27/14,16:00,16:59,0.09,kWh,$0.01 ,
Electric usage,6/27/14,17:00,17:59,0.11,kWh,$0.01 ,
Electric usage,6/27/14,18:00,18:59,2.21,kWh,$0.28 ,
Electric usage,6/27/14,19:00,19:59,2.55,kWh,$0.32 ,
Electric usage,6/27/14,20:00,20:59,1.64,kWh,$0.20 ,
Electric usage,6/27/14,21:00,21:59,1.25,kWh,$0.16 ,
Electric usage,6/27/14,22:00,22:59,1.07,kWh,$0.13 ,
Electric usage,6/27/14,23:00,23:59,0.87,kWh,$0.11 ,
Electric usage,6/28/14,0:00,0:59,0.68,kWh,$0.09 ,
Electric usage,6/28/14,1:00,1:59,0.81,kWh,$0.10 ,
Electric usage,6/28/14,2:00,2:59,0.58,kWh,$0.07 ,
Electric usage,6/28/14,3:00,3:59,0.56,kWh,$0.07 ,
Electric usage,6/28/14,4:00,4:59,0.56,kWh,$0.07 ,
Electric usage,6/28/14,5:00,5:59,0.57,kWh,$0.07 ,
Electric usage,6/28/14,6:00,6:59,0.55,kWh,$0.07 ,
Electric usage,6/28/14,7:00,7:59,1.12,kWh,$0.14 ,
Electric usage,6/28/14,8:00,8:59,0.7,kWh,$0.09 ,
Electric usage,6/28/14,9:00,9:59,1.03,kWh,$0.13 ,
Electric usage,6/28/14,10:00,10:59,0.96,kWh,$0.12 ,
Electric usage,6/28/14,11:00,11:59,1.74,kWh,$0.22 ,
Electric usage,6/28/14,12:00,12:59,1.37,kWh,$0.17 ,
Electric usage,6/28/14,13:00,13:59,2.68,kWh,$0.33 ,
Electric usage,6/28/14,14:00,14:59,3.95,kWh,$0.49 ,
Electric usage,6/28/14,15:00,15:59,1.88,kWh,$0.24 ,
Electric usage,6/28/14,16:00,16:59,0.14,kWh,$0.02 ,
Electric usage,6/28/14,17:00,17:59,0.17,kWh,$0.02 ,
Electric usage,6/28/14,18:00,18:59,2.06,kWh,$0.26 ,
Electric usage,6/28/14,19:00,19:59,3.28,kWh,$0.41 ,
Electric usage,6/28/14,20:00,20:59,2.52,kWh,$0.31 ,
Electric usage,6/28/14,21:00,21:59,1.94,kWh,$0.24 ,
Electric usage,6/28/14,22:00,22:59,1.39,kWh,$0.17 ,
Electric usage,6/28/14,23:00,23:59,1,kWh,$0.12 ,
Electric usage,6/29/14,0:00,0:59,0.8,kWh,$0.10 ,
Electric usage,6/29/14,1:00,1:59,0.84,kWh,$0.11 ,
Electric usage,6/29/14,2:00,2:59,1.09,kWh,$0.14 ,
Electric usage,6/29/14,3:00,3:59,0.66,kWh,$0.08 ,
Electric usage,6/29/14,4:00,4:59,0.57,kWh,$0.07 ,
Electric usage,6/29/14,5:00,5:59,0.57,kWh,$0.07 ,
Electric usage,6/29/14,6:00,6:59,0.57,kWh,$0.07 ,
Electric usage,6/29/14,7:00,7:59,1.11,kWh,$0.14 ,
Electric usage,6/29/14,8:00,8:59,1.52,kWh,$0.19 ,
Electric usage,6/29/14,9:00,9:59,1,kWh,$0.13 ,
Electric usage,6/29/14,10:00,10:59,0.16,kWh,$0.02 ,
Electric usage,6/29/14,11:00,11:59,0.17,kWh,$0.02 ,
Electric usage,6/29/14,12:00,12:59,1.25,kWh,$0.16 ,
Electric usage,6/29/14,13:00,13:59,0.93,kWh,$0.12 ,
Electric usage,6/29/14,14:00,14:59,1.78,kWh,$0.22 ,
Electric usage,6/29/14,15:00,15:59,2.74,kWh,$0.34 ,
Electric usage,6/29/14,16:00,16:59,2.82,kWh,$0.35 ,
Electric usage,6/29/14,17:00,17:59,2.54,kWh,$0.32 ,
Electric usage,6/29/14,18:00,18:59,1.02,kWh,$0.13 ,
Electric usage,6/29/14,19:00,19:59,0.26,kWh,$0.03 ,
Electric usage,6/29/14,20:00,20:59,2.29,kWh,$0.29 ,
Electric usage,6/29/14,21:00,21:59,1.81,kWh,$0.23 ,
Electric usage,6/29/14,22:00,22:59,0.66,kWh,$0.08 ,
Electric usage,6/29/14,23:00,23:59,1.06,kWh,$0.13 ,
Electric usage,6/30/14,0:00,0:59,0.76,kWh,$0.10 ,
Electric usage,6/30/14,1:00,1:59,0.59,kWh,$0.07 ,
Electric usage,6/30/14,2:00,2:59,0.6,kWh,$0.08 ,
Electric usage,6/30/14,3:00,3:59,0.37,kWh,$0.05 ,
Electric usage,6/30/14,4:00,4:59,0.56,kWh,$0.07 ,
Electric usage,6/30/14,5:00,5:59,1.53,kWh,$0.19 ,
Electric usage,6/30/14,6:00,6:59,1.17,kWh,$0.15 ,
Electric usage,6/30/14,7:00,7:59,0.72,kWh,$0.09 ,
Electric usage,6/30/14,8:00,8:59,0.92,kWh,$0.12 ,
Electric usage,6/30/14,9:00,9:59,1,kWh,$0.13 ,
Electric usage,6/30/14,10:00,10:59,1.01,kWh,$0.13 ,
Electric usage,6/30/14,11:00,11:59,0.8,kWh,$0.10 ,
Electric usage,6/30/14,12:00,12:59,1.65,kWh,$0.21 ,
Electric usage,6/30/14,13:00,13:59,0.11,kWh,$0.01 ,
Electric usage,6/30/14,14:00,14:59,0.12,kWh,$0.01 ,
Electric usage,6/30/14,15:00,15:59,0.1,kWh,$0.01 ,
Electric usage,6/30/14,16:00,16:59,0.1,kWh,$0.01 ,
Electric usage,6/30/14,17:00,17:59,0.11,kWh,$0.01 ,
Electric usage,6/30/14,18:00,18:59,0.1,kWh,$0.01 ,
Electric usage,6/30/14,19:00,19:59,0.92,kWh,$0.11 ,
Electric usage,6/30/14,20:00,20:59,1.29,kWh,$0.16 ,
Electric usage,6/30/14,21:00,21:59,2.4,kWh,$0.30 ,
Electric usage,6/30/14,22:00,22:59,2.15,kWh,$0.27 ,
Electric usage,6/30/14,23:00,23:59,1.39,kWh,$0.17 ,
