TYPE,DATE,START TIME,END TIME,USAGE,UNITS,NOTES
Electric usage,6/16/14,20:00,20:59,1.31,kWh,
Electric usage,6/16/14,21:00,21:59,1.1,kWh,
Electric usage,6/16/14,22:00,22:59,1.32,kWh,
Electric usage,6/16/14,23:00,23:59,0.85,kWh,
Electric usage,6/17/14,0:00,0:59,0.81,kWh,
Electric usage,6/17/14,1:00,1:59,0.57,kWh,
Electric usage,6/17/14,2:00,2:59,0.57,kWh,
Electric usage,6/17/14,3:00,3:59,0.57,kWh,
Electric usage,6/17/14,4:00,4:59,0.38,kWh,
Electric usage,6/17/14,5:00,5:59,0.6,kWh,
Electric usage,6/17/14,6:00,6:59,1.81,kWh,
Electric usage,6/17/14,7:00,7:59,1.1,kWh,
Electric usage,6/17/14,8:00,8:59,0.08,kWh,
Electric usage,6/17/14,9:00,9:59,0.08,kWh,
Electric usage,6/17/14,10:00,10:59,0.08,kWh,
Electric usage,6/17/14,11:00,11:59,0.44,kWh,
Electric usage,6/17/14,12:00,12:59,0.08,kWh,
Electric usage,6/17/14,13:00,13:59,0.09,kWh,
Electric usage,6/17/14,14:00,14:59,0.09,kWh,
Electric usage,6/17/14,15:00,15:59,0.09,kWh,
Electric usage,6/17/14,16:00,16:59,0.09,kWh,
Electric usage,6/17/14,17:00,17:59,0.08,kWh,
Electric usage,6/17/14,18:00,18:59,0.08,kWh,
Electric usage,6/17/14,19:00,19:59,1.61,kWh,
Electric usage,6/17/14,20:00,20:59,3.56,kWh,
Electric usage,6/17/14,21:00,21:59,4.91,kWh,
Electric usage,6/17/14,22:00,22:59,2.7,kWh,
Electric usage,6/17/14,23:00,23:59,1.78,kWh,
