,conds,hum,precipm,tempm,wspdm
2014-01-04 13:51:00,Clear,34.0,,-4.4,14.8
2014-01-04 14:51:00,Clear,36.0,,-3.9,13.0
2014-01-04 15:51:00,Clear,41.0,,-3.9,7.4
2014-01-04 16:51:00,Clear,39.0,,-3.3,5.6
2014-01-04 17:51:00,Clear,44.0,,-3.3,7.4
2014-01-04 18:51:00,Clear,41.0,,-2.2,5.6
2014-01-04 19:51:00,Clear,43.0,,-1.7,11.1
2014-01-04 20:51:00,Clear,47.0,,-2.2,11.1
2014-01-04 21:51:00,Clear,51.0,,-2.8,7.4
2014-01-04 22:51:00,Clear,56.0,,-2.8,5.6
2014-01-04 23:51:00,Clear,61.0,,-2.2,9.3
2014-01-05 00:51:00,Clear,61.0,,-1.7,11.1
2014-01-05 01:51:00,Clear,61.0,,-1.7,7.4
2014-01-05 02:51:00,Clear,66.0,,-2.8,5.6
2014-01-05 03:51:00,Clear,66.0,,-2.2,7.4
2014-01-05 04:51:00,Clear,69.0,,-2.2,0.0
2014-01-05 05:51:00,Partly Cloudy,69.0,,-2.2,0.0
2014-01-05 06:51:00,Overcast,67.0,,-1.7,7.4
2014-01-05 07:51:00,Overcast,66.0,,-1.1,5.6
2014-01-05 08:51:00,Haze,72.0,,-0.6,0.0
2014-01-05 09:23:00,Haze,82.0,0.3,-0.6,0.0
2014-01-05 09:32:00,Overcast,82.0,0.3,-0.6,0.0
2014-01-05 09:51:00,Overcast,85.0,0.5,0.0,0.0
2014-01-05 09:59:00,Overcast,89.0,0.0,-0.6,0.0
2014-01-05 10:01:00,Overcast,89.0,0.0,-0.6,0.0
2014-01-05 10:29:00,Overcast,89.0,0.5,-0.6,0.0
2014-01-05 10:37:00,Overcast,89.0,0.8,-0.6,0.0
2014-01-05 10:39:00,Overcast,88.0,0.8,0.0,0.0
2014-01-05 10:51:00,Overcast,88.0,1.0,0.0,0.0
2014-01-05 11:30:00,Overcast,88.0,0.3,0.0,0.0
2014-01-05 11:37:00,Overcast,88.0,0.5,0.0,0.0
2014-01-05 11:51:00,Fog,88.0,0.8,0.0,0.0
2014-01-05 12:26:00,Overcast,92.0,0.3,0.0,5.6
2014-01-05 12:39:00,Overcast,88.0,0.5,0.0,7.4
2014-01-05 12:51:00,Overcast,88.0,0.5,0.0,7.4
2014-01-05 13:16:00,Overcast,88.0,0.0,0.0,7.4
2014-01-05 13:24:00,Overcast,88.0,0.0,0.0,13.0
2014-01-05 13:35:00,Overcast,88.0,0.0,0.0,13.0
2014-01-05 13:51:00,Overcast,88.0,0.0,0.0,7.4
2014-01-05 14:51:00,Overcast,89.0,,0.6,7.4
2014-01-05 15:51:00,Overcast,85.0,,1.1,9.3
2014-01-05 16:51:00,Overcast,89.0,,1.7,9.3
2014-01-05 17:51:00,Overcast,89.0,,1.7,9.3
2014-01-05 18:51:00,Overcast,89.0,,2.2,11.1
2014-01-05 19:51:00,Fog,93.0,,2.2,7.4
2014-01-05 20:51:00,Light Rain,93.0,0.5,2.8,5.6
2014-01-05 21:51:00,Fog,93.0,0.3,3.3,5.6
2014-01-05 22:51:00,Fog,93.0,,4.4,7.4
2014-01-06 00:51:00,Light Rain,93.0,0.8,11.1,13.0
2014-01-06 01:51:00,Overcast,93.0,1.5,11.1,14.8
2014-01-06 02:51:00,Overcast,93.0,,12.2,16.7
2014-01-06 03:51:00,Overcast,93.0,,11.7,11.1
2014-01-06 04:51:00,Overcast,93.0,,11.7,9.3
2014-01-06 05:51:00,Fog,97.0,,11.1,13.0
2014-01-06 06:51:00,Fog,96.0,,11.7,16.7
2014-01-06 07:51:00,Light Rain,93.0,0.5,12.2,16.7
2014-01-06 08:51:00,Light Rain,89.0,1.8,12.8,11.1
2014-01-06 09:51:00,Light Rain,86.0,2.8,8.9,
2014-01-06 10:51:00,Mostly Cloudy,83.0,1.5,8.3,9.3
2014-01-06 11:51:00,Light Rain,74.0,0.0,8.3,11.1
2014-01-06 12:51:00,Light Rain,74.0,0.0,6.1,20.4
2014-01-06 13:51:00,Overcast,70.0,0.3,4.4,14.8
2014-01-06 14:51:00,Overcast,68.0,,4.4,9.3
2014-01-06 15:51:00,Overcast,57.0,,5.0,13.0
2014-01-06 16:51:00,Overcast,49.0,,3.9,9.3
2014-01-06 17:51:00,Overcast,46.0,,2.8,14.8
2014-01-06 18:51:00,Overcast,43.0,,2.2,11.1
2014-01-06 19:51:00,Overcast,48.0,,1.1,18.5
2014-01-06 20:51:00,Mostly Cloudy,48.0,,0.0,
2014-01-06 21:51:00,Clear,43.0,,-1.1,
2014-01-06 22:51:00,Clear,45.0,,-3.9,24.1
2014-01-06 23:51:00,Clear,48.0,,-6.7,
2014-01-07 00:51:00,Clear,37.0,,-10.0,24.1
2014-01-07 01:51:00,Clear,41.0,,-11.1,27.8
2014-01-07 02:51:00,Clear,40.0,,-11.7,24.1
2014-01-07 03:51:00,Clear,40.0,,-12.8,22.2
2014-01-07 04:51:00,Clear,40.0,,-13.3,35.2
2014-01-07 05:51:00,Clear,39.0,,-14.4,18.5
2014-01-07 06:51:00,Clear,41.0,,-15.0,18.5
2014-01-07 07:51:00,Clear,41.0,,-15.6,22.2
2014-01-07 08:51:00,Clear,39.0,,-15.6,33.3
2014-01-07 09:51:00,Clear,37.0,,-15.0,24.1
2014-01-07 10:51:00,Clear,36.0,,-14.4,24.1
2014-01-07 11:51:00,Clear,34.0,,-13.9,29.6
2014-01-07 12:51:00,Clear,34.0,,-13.3,14.8
2014-01-07 13:51:00,Clear,35.0,,-12.8,25.9
2014-01-07 14:51:00,Clear,37.0,,-12.2,22.2
2014-01-07 15:51:00,Clear,36.0,,-12.8,27.8
2014-01-07 16:51:00,Clear,40.0,,-12.8,18.5
2014-01-07 17:51:00,Clear,40.0,,-12.8,24.1
2014-01-07 18:51:00,Clear,42.0,,-12.8,25.9
2014-01-07 19:51:00,Clear,42.0,,-12.8,7.4
2014-01-07 20:51:00,Clear,44.0,,-12.8,9.3
2014-01-07 21:51:00,Clear,44.0,,-12.8,7.4
2014-01-07 22:51:00,Clear,44.0,,-12.8,11.1
2014-01-07 23:51:00,Clear,46.0,,-12.8,7.4
2014-01-08 00:51:00,Clear,46.0,,-12.8,
