,conds,hum,precipm,tempm,wspdm
2014-05-02 07:54:00,Scattered Clouds,62.0,,13.3,5.6
2014-05-02 08:54:00,Scattered Clouds,46.0,,16.1,14.8
2014-05-02 09:54:00,Scattered Clouds,41.0,,17.2,25.9
2014-05-02 10:54:00,Mostly Cloudy,39.0,,18.3,16.7
2014-05-02 11:54:00,Mostly Cloudy,38.0,,17.8,25.9
2014-05-02 12:54:00,Mostly Cloudy,37.0,,18.3,18.5
2014-05-02 13:54:00,Mostly Cloudy,34.0,,19.4,24.1
2014-05-02 14:54:00,Mostly Cloudy,36.0,,18.9,13.0
2014-05-02 15:54:00,Mostly Cloudy,37.0,,19.4,22.2
2014-05-02 16:54:00,Mostly Cloudy,37.0,,19.4,18.5
2014-05-02 17:54:00,Mostly Cloudy,36.0,,20.0,18.5
2014-05-02 18:54:00,Mostly Cloudy,37.0,,18.9,14.8
2014-05-02 19:54:00,Mostly Cloudy,37.0,,17.8,7.4
2014-05-02 20:54:00,Mostly Cloudy,38.0,,16.7,11.1
2014-05-02 21:54:00,Overcast,38.0,,16.7,7.4
2014-05-02 22:54:00,Overcast,41.0,,16.1,5.6
2014-05-02 23:54:00,Overcast,39.0,,16.1,0.0
2014-05-03 00:54:00,Overcast,57.0,,13.9,0.0
2014-05-03 01:54:00,Overcast,57.0,,13.9,0.0
2014-05-03 02:54:00,Mostly Cloudy,67.0,,12.8,0.0
2014-05-03 03:54:00,Mostly Cloudy,66.0,,12.2,0.0
2014-05-03 04:54:00,Overcast,71.0,,11.7,0.0
2014-05-03 05:54:00,Mostly Cloudy,82.0,,11.0,0.0
2014-05-03 06:54:00,Mostly Cloudy,80.0,,11.1,0.0
2014-05-03 07:54:00,Mostly Cloudy,80.0,,12.8,0.0
2014-05-03 08:54:00,Mostly Cloudy,62.0,,14.4,0.0
2014-05-03 09:54:00,Mostly Cloudy,43.0,,16.7,9.3
2014-05-03 10:54:00,Mostly Cloudy,37.0,,18.3,9.3
2014-05-03 11:54:00,Mostly Cloudy,37.0,,18.9,11.1
2014-05-03 12:54:00,Mostly Cloudy,33.0,,20.0,16.7
2014-05-03 13:54:00,Scattered Clouds,35.0,,20.6,16.7
2014-05-03 14:54:00,Mostly Cloudy,35.0,,20.6,14.8
2014-05-03 15:54:00,Mostly Cloudy,38.0,,21.0,11.1
2014-05-03 16:54:00,Mostly Cloudy,34.0,,21.7,20.4
2014-05-03 17:54:00,Scattered Clouds,42.0,,21.1,7.4
2014-05-03 18:54:00,Mostly Cloudy,32.0,,21.1,9.3
2014-05-03 19:17:00,Rain,55.0,0.5,17.0,27.8
2014-05-03 19:31:00,Scattered Clouds,55.0,0.8,17.0,0.0
2014-05-03 19:54:00,Scattered Clouds,78.0,0.8,15.0,0.0
2014-05-03 20:54:00,Mostly Cloudy,78.0,,14.4,0.0
2014-05-03 21:54:00,Mostly Cloudy,67.0,,15.6,5.6
2014-05-03 22:54:00,Scattered Clouds,60.0,,15.0,0.0
2014-05-03 23:54:00,Scattered Clouds,83.0,,12.2,0.0
2014-05-04 00:54:00,Partly Cloudy,89.0,,10.6,0.0
2014-05-04 01:54:00,Clear,86.0,,10.0,0.0
2014-05-04 02:54:00,Clear,93.0,,8.9,0.0
2014-05-04 03:54:00,Partly Cloudy,93.0,,8.3,0.0
2014-05-04 04:54:00,Partly Cloudy,93.0,,8.3,0.0
2014-05-04 05:54:00,Partly Cloudy,89.0,,7.8,0.0
2014-05-04 06:54:00,Scattered Clouds,86.0,,8.3,0.0
2014-05-04 07:54:00,Scattered Clouds,72.0,,13.9,0.0
2014-05-04 08:54:00,Scattered Clouds,43.0,,17.2,16.7
2014-05-04 09:54:00,Scattered Clouds,36.0,,19.4,20.4
2014-05-04 10:54:00,Scattered Clouds,32.0,,20.6,31.5
2014-05-04 11:54:00,Mostly Cloudy,31.0,,22.2,24.1
2014-05-04 12:54:00,Mostly Cloudy,29.0,,22.8,24.1
2014-05-04 13:54:00,Mostly Cloudy,30.0,,22.8,27.8
2014-05-04 14:54:00,Mostly Cloudy,35.0,,22.2,14.8
2014-05-04 15:54:00,Mostly Cloudy,40.0,,18.9,16.7
2014-05-04 16:54:00,Mostly Cloudy,36.0,,20.6,11.1
2014-05-04 17:54:00,Scattered Clouds,39.0,,20.0,14.8
2014-05-04 18:54:00,Mostly Cloudy,43.0,,17.2,18.5
2014-05-04 19:54:00,Scattered Clouds,42.0,,16.1,13.0
2014-05-04 20:54:00,Scattered Clouds,39.0,,15.6,13.0
2014-05-04 21:54:00,Partly Cloudy,42.0,,14.4,11.1
2014-05-04 22:54:00,Scattered Clouds,44.0,,13.9,11.1
2014-05-04 23:54:00,Clear,45.0,,12.8,16.7
2014-05-05 00:54:00,Scattered Clouds,41.0,,12.2,13.0
2014-05-05 01:54:00,Partly Cloudy,46.0,,10.6,11.1
2014-05-05 02:54:00,Clear,50.0,,9.4,9.3
2014-05-05 03:54:00,Clear,56.0,,8.3,7.4
2014-05-05 04:54:00,Clear,54.0,,8.9,13.0
2014-05-05 05:54:00,Scattered Clouds,61.0,,7.8,11.1
2014-05-05 06:54:00,Scattered Clouds,61.0,,8.3,11.1
2014-05-05 07:54:00,Partly Cloudy,54.0,,10.0,13.0
2014-05-05 08:54:00,Scattered Clouds,45.0,,12.2,16.7
2014-05-05 09:54:00,Scattered Clouds,42.0,,14.4,14.8
2014-05-05 10:54:00,Scattered Clouds,36.0,,15.6,13.0
2014-05-05 11:54:00,Mostly Cloudy,35.0,,16.1,16.7
2014-05-05 12:54:00,Mostly Cloudy,34.0,,17.8,14.8
2014-05-05 13:54:00,Mostly Cloudy,32.0,,18.0,18.5
2014-05-05 14:54:00,Mostly Cloudy,33.0,,18.3,14.8
2014-05-05 15:54:00,Mostly Cloudy,34.0,,17.8,13.0
2014-05-05 16:54:00,Mostly Cloudy,33.0,,18.3,13.0
2014-05-05 17:54:00,Mostly Cloudy,35.0,,17.8,5.6
2014-05-05 18:54:00,Mostly Cloudy,39.0,,16.7,13.0
2014-05-05 19:54:00,Mostly Cloudy,42.0,,15.6,11.1
2014-05-05 20:54:00,Mostly Cloudy,45.0,,13.9,5.6
2014-05-05 21:54:00,Mostly Cloudy,57.0,,12.8,14.8
2014-05-05 22:54:00,Mostly Cloudy,64.0,,11.7,13.0
2014-05-05 23:54:00,Light Rain,71.0,0.0,11.1,20.4
2014-05-06 00:54:00,Mostly Cloudy,80.0,0.0,10.6,9.3
2014-05-06 01:54:00,Overcast,77.0,,11.1,0.0
2014-05-06 02:54:00,Overcast,86.0,0.0,10.6,5.6
2014-05-06 07:54:00,Mostly Cloudy,77.0,,12.2,0.0
2014-05-06 08:54:00,Mostly Cloudy,72.0,,13.3,9.3
2014-05-06 10:54:00,Scattered Clouds,41.0,,17.2,0.0
2014-05-06 11:54:00,Scattered Clouds,40.0,,18.9,11.1
2014-05-06 12:54:00,Scattered Clouds,39.0,,20.0,13.0
2014-05-06 13:54:00,Scattered Clouds,35.0,,21.1,0.0
2014-05-06 14:54:00,Scattered Clouds,36.0,,21.7,11.1
2014-05-06 15:54:00,Scattered Clouds,28.0,,22.8,13.0
2014-05-06 16:54:00,Scattered Clouds,28.0,,22.8,11.1
2014-05-06 17:54:00,Scattered Clouds,29.0,,22.2,13.0
2014-05-06 18:54:00,Scattered Clouds,28.0,,22.2,5.6
2014-05-06 19:54:00,Scattered Clouds,30.0,,20.6,0.0
2014-05-06 20:54:00,Scattered Clouds,50.0,,17.2,7.4
2014-05-06 21:54:00,Scattered Clouds,62.0,,15.0,0.0
2014-05-06 22:54:00,Scattered Clouds,69.0,,13.3,0.0
2014-05-06 23:54:00,Partly Cloudy,75.0,,12.2,0.0
2014-05-07 00:54:00,Scattered Clouds,77.0,,11.7,11.1
2014-05-07 01:54:00,Mostly Cloudy,80.0,,11.1,0.0
2014-05-07 02:54:00,Mostly Cloudy,59.0,,12.8,13.0
2014-05-07 03:54:00,Mostly Cloudy,53.0,,12.2,11.1
2014-05-07 04:54:00,Mostly Cloudy,48.0,,11.7,11.1
2014-05-07 05:54:00,Scattered Clouds,48.0,,11.7,13.0
2014-05-07 06:54:00,Scattered Clouds,47.0,,12.2,13.0
2014-05-07 07:54:00,Mostly Cloudy,49.0,,13.3,11.1
2014-05-07 08:54:00,Mostly Cloudy,44.0,,15.0,18.5
2014-05-07 09:54:00,Mostly Cloudy,41.0,,15.6,14.8
2014-05-07 10:54:00,Overcast,44.0,,15.6,14.8
2014-05-07 11:45:00,Overcast,45.0,,16.0,9.3
2014-05-07 11:54:00,Overcast,46.0,,15.6,9.3
2014-05-07 12:20:00,Light Thunderstorms and Rain,77.0,0.3,13.0,0.0
2014-05-07 12:27:00,Light Thunderstorms and Rain,82.0,0.8,13.0,0.0
2014-05-07 12:54:00,Light Thunderstorms and Rain,88.0,,12.0,0.0
2014-05-07 13:03:00,Rain,82.0,0.8,12.0,16.7
2014-05-07 13:54:00,Light Rain,77.0,1.8,12.2,9.3
2014-05-07 14:54:00,Overcast,77.0,0.3,13.3,11.1
2014-05-07 15:54:00,Overcast,78.0,,14.4,9.3
2014-05-07 16:54:00,Overcast,75.0,,15.0,13.0
2014-05-07 17:54:00,Overcast,69.0,,15.6,13.0
2014-05-07 18:54:00,Mostly Cloudy,72.0,,15.6,11.1
2014-05-07 19:54:00,Mostly Cloudy,75.0,,15.0,14.8
2014-05-07 20:54:00,Mostly Cloudy,78.0,,14.4,13.0
2014-05-07 21:54:00,Mostly Cloudy,81.0,,13.9,9.3
2014-05-07 22:54:00,Mostly Cloudy,84.0,,13.3,9.3
2014-05-07 23:54:00,Overcast,86.0,,12.8,7.4
2014-05-08 00:43:00,Overcast,88.0,,13.0,7.4
2014-05-08 00:54:00,Overcast,87.0,,13.3,5.6
2014-05-08 01:54:00,Overcast,81.0,,13.9,7.4
2014-05-08 02:54:00,Overcast,87.0,0.0,13.9,7.4
2014-05-08 03:54:00,Overcast,83.0,,13.9,7.4
2014-05-08 04:40:00,Overcast,82.0,,14.0,0.0
2014-05-08 04:54:00,Overcast,83.0,,13.9,5.6
2014-05-08 05:54:00,Light Drizzle,83.0,0.0,13.9,0.0
2014-05-08 06:45:00,Light Drizzle,88.0,0.0,14.0,0.0
2014-05-08 06:54:00,Light Drizzle,90.0,0.0,13.3,5.6
2014-05-08 06:59:00,Light Drizzle,94.0,0.0,13.0,0.0
2014-05-08 07:47:00,Light Drizzle,88.0,0.0,14.0,0.0
2014-05-08 07:54:00,Light Drizzle,89.0,0.0,13.9,0.0
2014-05-08 08:15:00,Light Drizzle,88.0,0.0,14.0,5.6
2014-05-08 08:54:00,Light Drizzle,90.0,0.0,14.4,0.0
2014-05-08 08:59:00,Overcast,94.0,0.0,14.0,0.0
2014-05-08 09:48:00,Overcast,82.0,0.0,16.0,9.3
2014-05-08 09:54:00,Overcast,86.0,0.0,15.6,5.6
2014-05-08 10:54:00,Haze,80.0,,16.7,0.0
2014-05-08 11:19:00,Haze,77.0,,18.0,11.1
2014-05-08 11:29:00,Haze,77.0,,18.0,9.3
2014-05-08 11:54:00,Scattered Clouds,73.0,,19.4,5.6
2014-05-08 12:54:00,Scattered Clouds,64.0,,22.2,0.0
2014-05-08 13:54:00,Scattered Clouds,56.0,,24.4,5.6
2014-05-08 14:54:00,Scattered Clouds,49.0,,27.2,9.3
2014-05-08 15:54:00,Scattered Clouds,47.0,,27.8,7.4
2014-05-08 16:54:00,Scattered Clouds,52.0,,27.2,14.8
2014-05-08 17:54:00,Mostly Cloudy,54.0,,26.7,11.1
2014-05-08 18:54:00,Mostly Cloudy,58.0,,25.0,13.0
2014-05-08 19:54:00,Scattered Clouds,62.0,,23.3,5.6
2014-05-08 20:54:00,Partly Cloudy,68.0,,21.7,5.6
2014-05-08 21:54:00,Partly Cloudy,73.0,,20.6,9.3
2014-05-08 22:54:00,Partly Cloudy,81.0,,19.4,13.0
2014-05-08 23:54:00,Partly Cloudy,78.0,,18.9,14.8
2014-05-09 00:54:00,Partly Cloudy,84.0,,17.2,20.4
2014-05-09 01:54:00,Scattered Clouds,87.0,,16.1,16.7
2014-05-09 02:01:00,Mostly Cloudy,88.0,,16.0,11.1
2014-05-09 02:51:00,Overcast,88.0,,16.0,14.8
2014-05-09 02:54:00,Overcast,90.0,,15.6,13.0
2014-05-09 03:54:00,Overcast,93.0,,15.0,13.0
2014-05-09 04:49:00,Light Drizzle,100.0,0.0,14.0,9.3
2014-05-09 04:54:00,Light Drizzle,100.0,,14.0,13.0
2014-05-09 05:04:00,Light Drizzle,100.0,0.0,14.0,11.1
2014-05-09 05:54:00,Light Drizzle,97.0,0.0,14.4,9.3
2014-05-09 06:06:00,Light Drizzle,100.0,0.0,14.0,5.6
2014-05-09 06:35:00,Overcast,100.0,0.0,14.0,11.1
2014-05-09 06:54:00,Overcast,97.0,0.0,14.4,11.1
2014-05-09 07:54:00,Light Drizzle,94.0,,15.0,13.0
2014-05-09 08:17:00,Light Drizzle,94.0,0.0,15.0,11.1
2014-05-09 08:36:00,Overcast,94.0,0.0,15.0,9.3
2014-05-09 08:54:00,Overcast,90.0,0.0,15.0,5.6
2014-05-09 09:26:00,Overcast,88.0,,15.0,0.0
2014-05-09 09:54:00,Overcast,90.0,,15.6,7.4
2014-05-09 10:54:00,Overcast,87.0,,16.1,11.1
2014-05-09 11:54:00,Overcast,86.0,,16.7,5.6
2014-05-09 12:54:00,Haze,84.0,,17.2,11.1
2014-05-09 13:33:00,Haze,77.0,,18.0,13.0
2014-05-09 13:54:00,Haze,80.0,,17.8,13.0
2014-05-09 14:54:00,Overcast,87.0,,17.2,11.1
2014-05-09 15:54:00,Overcast,84.0,,17.8,7.4
2014-05-09 16:35:00,Overcast,83.0,,19.0,5.6
2014-05-09 16:54:00,Overcast,76.0,,20.0,7.4
2014-05-09 17:54:00,Mostly Cloudy,76.0,,20.0,9.3
2014-05-09 18:54:00,Overcast,75.0,,20.6,7.4
2014-05-09 19:54:00,Mostly Cloudy,78.0,,20.0,11.1
2014-05-09 20:54:00,Overcast,84.0,,18.9,5.6
2014-05-09 21:54:00,Overcast,84.0,,18.3,9.3
2014-05-09 22:54:00,Overcast,87.0,,17.8,0.0
2014-05-09 23:54:00,Overcast,90.0,,17.8,0.0
2014-05-10 00:54:00,Overcast,90.0,,17.2,0.0
2014-05-10 01:54:00,Mostly Cloudy,90.0,,17.8,0.0
2014-05-10 02:54:00,Overcast,84.0,,19.4,5.6
2014-05-10 03:54:00,Overcast,90.0,,18.3,0.0
2014-05-10 04:54:00,Overcast,87.0,,18.9,5.6
2014-05-10 05:54:00,Mostly Cloudy,90.0,,18.3,0.0
2014-05-10 06:54:00,Mostly Cloudy,87.0,,19.4,5.6
2014-05-10 07:54:00,Overcast,81.0,,20.6,7.4
2014-05-10 08:54:00,Mostly Cloudy,75.0,,21.7,11.1
2014-05-10 09:54:00,Mostly Cloudy,66.0,,23.9,14.8
2014-05-10 10:54:00,Overcast,56.0,,25.6,18.5
2014-05-10 11:54:00,Overcast,48.0,,26.7,16.7
2014-05-10 12:54:00,Overcast,48.0,,26.1,14.8
2014-05-10 13:54:00,Overcast,62.0,,23.3,22.2
2014-05-10 14:54:00,Overcast,64.0,,22.8,22.2
2014-05-10 15:54:00,Overcast,71.0,0.0,22.2,14.8
2014-05-10 16:54:00,Light Rain,64.0,0.0,22.8,14.8
2014-05-10 17:54:00,Mostly Cloudy,64.0,0.0,22.8,18.5
2014-05-10 18:54:00,Mostly Cloudy,57.0,,23.3,13.0
2014-05-10 19:54:00,Mostly Cloudy,66.0,,22.2,9.3
2014-05-10 20:54:00,Light Rain,73.0,0.0,21.1,7.4
2014-05-10 21:54:00,Mostly Cloudy,73.0,0.0,21.1,11.1
2014-05-10 22:04:00,Rain,78.0,,19.0,25.9
2014-05-10 22:15:00,Heavy Rain,94.0,2.8,17.0,20.4
2014-05-10 22:30:00,Light Rain,94.0,7.4,17.0,14.8
2014-05-10 22:54:00,Mostly Cloudy,93.0,7.4,16.7,5.6
2014-05-10 23:54:00,Mostly Cloudy,93.0,,16.7,9.3
2014-05-11 00:54:00,Mostly Cloudy,93.0,,16.7,0.0
2014-05-11 01:54:00,Mostly Cloudy,96.0,,15.6,5.6
2014-05-11 02:54:00,Scattered Clouds,96.0,,15.0,5.6
2014-05-11 03:54:00,Partly Cloudy,96.0,,15.0,0.0
2014-05-11 04:54:00,Partly Cloudy,97.0,,14.4,0.0
2014-05-11 05:54:00,Scattered Clouds,96.0,,13.9,0.0
2014-05-11 06:54:00,Scattered Clouds,97.0,,14.4,5.6
2014-05-11 07:54:00,Partly Cloudy,84.0,,17.2,5.6
2014-05-11 08:54:00,Partly Cloudy,70.0,,19.4,9.3
2014-05-11 09:54:00,Mostly Cloudy,55.0,,21.1,13.0
2014-05-11 10:54:00,Mostly Cloudy,43.0,,22.2,13.0
2014-05-11 11:54:00,Mostly Cloudy,40.0,,23.3,11.1
2014-05-11 12:54:00,Scattered Clouds,36.0,,23.9,7.4
2014-05-11 13:54:00,Scattered Clouds,36.0,,24.4,9.3
2014-05-11 14:54:00,Scattered Clouds,36.0,,25.0,13.0
2014-05-11 15:54:00,Scattered Clouds,36.0,,25.6,16.7
2014-05-11 16:54:00,Scattered Clouds,31.0,,25.6,16.7
2014-05-11 17:54:00,Scattered Clouds,30.0,,25.6,11.1
2014-05-11 18:54:00,Scattered Clouds,33.0,,25.0,9.3
2014-05-11 19:54:00,Scattered Clouds,44.0,,22.8,0.0
2014-05-11 20:54:00,Scattered Clouds,51.0,,20.6,9.3
2014-05-11 21:54:00,Partly Cloudy,54.0,,19.4,5.6
2014-05-11 22:54:00,Scattered Clouds,75.0,,15.6,0.0
2014-05-11 23:54:00,Scattered Clouds,72.0,,16.1,0.0
2014-05-12 00:54:00,Partly Cloudy,84.0,,14.4,0.0
2014-05-12 01:54:00,Partly Cloudy,75.0,,15.6,0.0
2014-05-12 02:54:00,Scattered Clouds,87.0,,13.9,0.0
2014-05-12 03:54:00,Mostly Cloudy,84.0,,14.4,0.0
2014-05-12 04:54:00,Mostly Cloudy,87.0,,14.4,0.0
2014-05-12 05:54:00,Scattered Clouds,90.0,,13.3,0.0
2014-05-12 06:54:00,Scattered Clouds,87.0,,15.0,0.0
2014-05-12 07:54:00,Mostly Cloudy,75.0,,18.3,0.0
2014-05-12 08:54:00,Mostly Cloudy,76.0,,20.0,0.0
2014-05-12 09:54:00,Scattered Clouds,65.0,,23.0,0.0
2014-05-12 10:54:00,Scattered Clouds,56.0,,26.1,0.0
2014-05-12 11:54:00,Mostly Cloudy,54.0,,27.2,9.3
2014-05-12 12:54:00,Mostly Cloudy,46.0,,28.9,13.0
2014-05-12 13:54:00,Mostly Cloudy,47.0,,27.8,7.4
2014-05-12 14:54:00,Mostly Cloudy,56.0,0.0,27.2,11.1
2014-05-12 15:22:00,Scattered Clouds,54.0,0.0,28.0,7.4
2014-05-12 15:54:00,Mostly Cloudy,46.0,0.0,28.9,13.0
2014-05-12 16:54:00,Mostly Cloudy,43.0,,29.4,11.1
2014-05-12 17:54:00,Mostly Cloudy,38.0,,30.0,14.8
2014-05-12 18:54:00,Mostly Cloudy,47.0,,28.3,14.8
2014-05-12 19:54:00,Mostly Cloudy,67.0,,24.4,5.6
2014-05-12 20:05:00,Thunderstorm,69.0,,24.0,27.8
2014-05-12 20:38:00,Mostly Cloudy,78.0,0.0,23.0,11.1
2014-05-12 20:54:00,Mostly Cloudy,81.0,0.0,22.8,9.3
2014-05-12 21:54:00,Mostly Cloudy,84.0,,21.7,5.6
2014-05-12 22:54:00,Mostly Cloudy,87.0,,21.7,9.3
2014-05-12 23:54:00,Scattered Clouds,87.0,,21.7,5.6
2014-05-13 00:54:00,Scattered Clouds,87.0,,21.1,0.0
2014-05-13 01:54:00,Partly Cloudy,94.0,,19.0,0.0
2014-05-13 02:54:00,Scattered Clouds,93.0,,18.9,0.0
2014-05-13 03:54:00,Scattered Clouds,96.0,,18.9,5.6
2014-05-13 04:54:00,Partly Cloudy,93.0,,18.9,0.0
2014-05-13 05:54:00,Scattered Clouds,87.0,,20.0,9.3
2014-05-13 06:54:00,Scattered Clouds,87.0,,20.6,0.0
2014-05-13 07:54:00,Scattered Clouds,73.0,,23.3,0.0
2014-05-13 08:54:00,Scattered Clouds,61.0,,26.0,7.4
2014-05-13 09:54:00,Scattered Clouds,54.0,,27.2,5.6
2014-05-13 10:54:00,Scattered Clouds,53.0,,28.3,7.4
2014-05-13 11:54:00,Scattered Clouds,51.0,,29.0,11.1
2014-05-13 12:54:00,Scattered Clouds,51.0,,28.9,11.1
2014-05-13 13:54:00,Scattered Clouds,53.0,,29.4,13.0
2014-05-13 14:54:00,Scattered Clouds,48.0,,30.0,14.8
2014-05-13 15:54:00,Scattered Clouds,56.0,,28.9,22.2
2014-05-13 16:54:00,Scattered Clouds,57.0,,29.4,20.4
2014-05-13 17:54:00,Scattered Clouds,56.0,,26.7,27.8
2014-05-13 18:54:00,Scattered Clouds,58.0,,25.0,20.4
2014-05-13 19:54:00,Scattered Clouds,64.0,,22.2,20.4
2014-05-13 20:54:00,Scattered Clouds,70.0,,20.0,11.1
2014-05-13 21:54:00,Mostly Cloudy,78.0,,17.8,22.2
2014-05-13 22:54:00,Mostly Cloudy,78.0,,16.7,11.1
2014-05-13 23:30:00,Mostly Cloudy,82.0,,16.0,16.7
2014-05-13 23:42:00,Mostly Cloudy,82.0,,16.0,16.7
2014-05-13 23:54:00,Mostly Cloudy,87.0,,15.0,18.5
2014-05-14 00:03:00,Overcast,88.0,,15.0,22.2
2014-05-14 00:54:00,Overcast,87.0,,15.0,18.5
2014-05-14 00:58:00,Overcast,94.0,,14.0,20.4
2014-05-14 01:54:00,Overcast,90.0,,15.0,16.7
2014-05-14 02:54:00,Overcast,93.0,,15.0,14.8
2014-05-14 03:02:00,Overcast,94.0,,15.0,16.7
2014-05-14 03:54:00,Overcast,97.0,,14.4,13.0
2014-05-14 04:54:00,Overcast,100.0,,14.0,11.1
2014-05-14 05:24:00,Overcast,100.0,,14.0,13.0
2014-05-14 05:50:00,Overcast,100.0,,14.0,14.8
2014-05-14 05:54:00,Overcast,97.0,,14.4,14.8
2014-05-14 06:16:00,Light Drizzle,94.0,0.0,14.0,14.8
2014-05-14 06:54:00,Light Drizzle,97.0,0.0,14.4,18.5
2014-05-14 07:37:00,Light Drizzle,100.0,0.0,14.0,11.1
2014-05-14 07:54:00,Light Drizzle,100.0,,14.0,11.1
2014-05-14 08:54:00,Light Drizzle,93.0,0.0,14.4,14.8
2014-05-14 09:10:00,Light Drizzle,100.0,0.0,14.0,14.8
2014-05-14 09:48:00,Light Drizzle,100.0,0.0,14.0,16.7
2014-05-14 09:54:00,Light Drizzle,93.0,0.0,15.0,20.4
2014-05-14 10:19:00,Light Drizzle,94.0,0.0,15.0,20.4
2014-05-14 10:40:00,Light Drizzle,94.0,0.0,15.0,16.7
2014-05-14 11:54:00,Light Drizzle,90.0,0.0,15.6,16.7
2014-05-14 12:54:00,Light Drizzle,90.0,0.0,16.1,20.4
2014-05-14 13:42:00,Overcast,82.0,0.0,17.0,16.7
2014-05-14 13:54:00,Overcast,86.0,0.0,16.7,16.7
2014-05-14 14:54:00,Haze,84.0,,17.8,13.0
2014-05-14 15:54:00,Light Drizzle,84.0,0.0,18.3,13.0
2014-05-14 16:54:00,Light Drizzle,87.0,0.0,18.3,13.0
2014-05-14 17:54:00,Overcast,87.0,0.0,18.3,14.8
2014-05-14 18:54:00,Overcast,87.0,,18.3,11.1
2014-05-14 19:24:00,Overcast,94.0,,18.0,11.1
2014-05-14 19:54:00,Light Drizzle,93.0,0.0,17.8,14.8
2014-05-14 20:54:00,Light Drizzle,96.0,0.0,17.8,11.1
2014-05-14 21:18:00,Light Drizzle,94.0,0.0,18.0,9.3
2014-05-14 21:54:00,Light Drizzle,96.0,0.0,17.8,9.3
2014-05-14 22:54:00,Light Drizzle,96.0,0.0,17.8,14.8
2014-05-14 23:37:00,Light Drizzle,100.0,0.0,17.0,9.3
2014-05-14 23:54:00,Light Drizzle,100.0,0.0,17.2,13.0
2014-05-15 00:54:00,Light Drizzle,97.0,0.0,17.2,18.5
2014-05-15 01:54:00,Light Drizzle,97.0,0.3,17.2,7.4
2014-05-15 02:54:00,Light Drizzle,100.0,0.0,17.2,11.1
2014-05-15 03:54:00,Light Drizzle,97.0,0.0,17.2,11.1
2014-05-15 04:54:00,Light Drizzle,100.0,0.0,16.7,9.3
2014-05-15 05:54:00,Light Drizzle,100.0,0.0,16.7,11.1
2014-05-15 06:05:00,Fog,100.0,0.0,17.0,11.1
2014-05-15 06:54:00,Fog,100.0,0.0,17.2,7.4
2014-05-15 07:45:00,Fog,100.0,,18.0,7.4
2014-05-15 07:54:00,Overcast,97.0,,18.3,5.6
2014-05-15 08:00:00,Overcast,100.0,,18.0,5.6
2014-05-15 08:15:00,Mostly Cloudy,100.0,,19.0,5.6
2014-05-15 08:33:00,Mostly Cloudy,100.0,,19.0,9.3
2014-05-15 08:54:00,Overcast,93.0,,20.0,7.4
