,conds,hum,precipm,tempm,wspdm
2014-08-01 00:54:00,Mostly Cloudy,76.0,,22.8,5.6
2014-08-01 01:54:00,Mostly Cloudy,81.0,,21.7,0.0
2014-08-01 02:54:00,Mostly Cloudy,84.0,,21.7,0.0
2014-08-01 03:54:00,Mostly Cloudy,83.0,,22.0,5.6
2014-08-01 04:54:00,Overcast,87.0,,21.7,0.0
2014-08-01 05:54:00,Mostly Cloudy,90.0,,21.7,0.0
2014-08-01 06:54:00,Mostly Cloudy,90.0,,21.7,0.0
2014-08-01 07:54:00,Mostly Cloudy,81.0,,22.8,7.4
2014-08-01 08:54:00,Overcast,76.0,,23.9,9.3
2014-08-01 09:54:00,Overcast,76.0,,23.9,9.3
2014-08-01 10:54:00,Overcast,76.0,,24.4,7.4
2014-08-01 11:54:00,Overcast,71.0,,25.6,7.4
2014-08-01 12:54:00,Light Rain,76.0,0.0,24.4,13.0
2014-08-01 13:54:00,Overcast,54.0,,27.0,16.7
2014-08-01 14:54:00,Overcast,48.0,,26.7,13.0
2014-08-01 15:54:00,Overcast,50.0,,25.6,11.1
2014-08-01 16:54:00,Overcast,56.0,0.0,25.6,5.6
2014-08-01 17:54:00,Overcast,61.0,,25.0,7.4
2014-08-01 18:54:00,Overcast,71.0,,23.9,7.4
2014-08-01 19:54:00,Mostly Cloudy,71.0,,23.3,0.0
2014-08-01 20:54:00,Overcast,66.0,,23.3,5.6
2014-08-01 21:54:00,Overcast,73.0,,22.8,9.3
2014-08-01 22:54:00,Overcast,73.0,,22.8,5.6
2014-08-01 23:26:00,Light Rain,73.0,0.0,22.0,13.0
2014-08-01 23:54:00,Light Rain,81.0,0.3,20.0,7.4
2014-08-02 00:54:00,Light Rain,90.0,1.8,18.9,0.0
2014-08-02 01:54:00,Light Rain,97.0,1.8,18.3,5.6
2014-08-02 02:54:00,Light Rain,97.0,1.5,18.3,9.3
2014-08-02 03:54:00,Light Rain,93.0,1.0,18.3,5.6
2014-08-02 04:21:00,Overcast,94.0,0.0,18.0,7.4
2014-08-02 04:54:00,Overcast,93.0,0.0,18.3,5.6
2014-08-02 05:47:00,Mostly Cloudy,94.0,,18.0,7.4
2014-08-02 05:54:00,Mostly Cloudy,93.0,,18.3,5.6
2014-08-02 06:54:00,Mostly Cloudy,87.0,,18.9,5.6
2014-08-02 07:54:00,Overcast,87.0,,19.4,5.6
2014-08-02 08:54:00,Mostly Cloudy,81.0,,20.6,13.0
2014-08-02 09:13:00,Mostly Cloudy,78.0,,22.0,13.0
2014-08-02 09:54:00,Mostly Cloudy,75.0,,21.7,13.0
2014-08-02 10:54:00,Mostly Cloudy,73.0,,22.8,11.1
2014-08-02 11:54:00,Mostly Cloudy,67.0,,24.4,14.8
2014-08-02 12:40:00,Overcast,69.0,,24.0,7.4
2014-08-02 12:54:00,Overcast,69.0,,23.9,9.3
2014-08-02 13:54:00,Light Rain,71.0,0.0,23.3,7.4
2014-08-02 14:23:00,Overcast,78.0,0.0,23.0,0.0
2014-08-02 14:54:00,Light Rain,76.0,0.3,23.3,9.3
2014-08-02 15:54:00,Mostly Cloudy,71.0,0.5,24.4,14.8
2014-08-02 16:54:00,Mostly Cloudy,64.0,,25.6,11.1
2014-08-02 17:54:00,Mostly Cloudy,66.0,,25.0,13.0
2014-08-02 18:54:00,Overcast,71.0,,24.4,11.1
2014-08-02 19:54:00,Mostly Cloudy,73.0,,23.9,9.3
2014-08-02 20:54:00,Mostly Cloudy,81.0,,22.8,5.6
2014-08-02 21:49:00,Mostly Cloudy,78.0,,23.0,7.4
2014-08-02 21:54:00,Mostly Cloudy,81.0,,22.8,7.4
2014-08-02 22:19:00,Mostly Cloudy,78.0,,23.0,0.0
2014-08-02 22:42:00,Mostly Cloudy,78.0,,23.0,5.6
2014-08-02 22:54:00,Light Rain,84.0,0.0,22.8,5.6
2014-08-02 23:54:00,Overcast,87.0,0.3,22.2,7.4
2014-08-03 00:47:00,Light Rain,88.0,0.0,22.0,9.3
2014-08-03 00:54:00,Light Rain,90.0,0.0,21.7,11.1
2014-08-03 01:54:00,Overcast,93.0,0.0,21.1,11.1
2014-08-03 02:54:00,Overcast,93.0,,21.1,13.0
2014-08-03 03:13:00,Overcast,94.0,,21.0,13.0
2014-08-03 03:28:00,Light Rain,94.0,0.0,21.0,14.8
2014-08-03 03:41:00,Light Rain,94.0,0.3,21.0,16.7
2014-08-03 03:54:00,Light Rain,88.0,,21.0,13.0
2014-08-03 04:20:00,Heavy Rain,94.0,0.5,21.0,11.1
2014-08-03 04:43:00,Light Rain,94.0,3.0,21.0,7.4
2014-08-03 04:54:00,Light Rain,96.0,3.6,20.6,7.4
2014-08-03 05:03:00,Light Rain,94.0,0.0,21.0,7.4
2014-08-03 05:11:00,Overcast,94.0,0.0,21.0,11.1
2014-08-03 05:54:00,Light Rain,93.0,0.0,20.6,11.1
2014-08-03 06:12:00,Overcast,88.0,0.0,21.0,14.8
2014-08-03 06:54:00,Light Drizzle,93.0,0.0,20.6,14.8
2014-08-03 07:54:00,Overcast,93.0,0.0,20.6,11.1
2014-08-03 08:54:00,Overcast,90.0,,21.1,14.8
2014-08-03 09:54:00,Light Rain,93.0,1.0,20.6,9.3
2014-08-03 10:17:00,Light Rain,88.0,0.3,21.0,11.1
2014-08-03 10:54:00,Overcast,90.0,0.3,21.1,7.4
2014-08-03 11:16:00,Light Rain,94.0,0.0,21.0,7.4
2014-08-03 11:28:00,Light Drizzle,83.0,0.0,22.0,7.4
2014-08-03 11:54:00,Overcast,90.0,0.0,21.7,5.6
2014-08-03 12:29:00,Overcast,83.0,,22.0,7.4
